id,user,activity,x_mean,x_std,x_max,x_min,x_median,x_skew,x_kurtosis,x_mad,x_abs_dev,y_mean,y_std,y_max,y_min,y_median,y_skew,y_kurtosis,y_mad,y_abs_dev,z_mean,z_std,z_max,z_min,z_median,z_skew,z_kurtosis,z_mad,z_abs_dev,mag_mean,mag_std,mag_energy,mag_entropy,x_fft_mean,x_fft_std,x_fft_max,x_fft_peak_freq,y_fft_mean,y_fft_std,y_fft_max,y_fft_peak_freq,z_fft_mean,z_fft_std,z_fft_max,z_fft_peak_freq,xy_corr,xz_corr,yz_corr,x_peak_dist_mean,y_peak_dist_mean,z_peak_dist_mean
s_3004,u_11,Jogging,4.484,6.996,16.2,-8.77,6.395,-0.4133,-1.004,5.055,6.004,9.3,8.74,19.56,-10.42,11.09,-0.586,-0.7905,6.9,7.38,-0.7295,4.13,13.8,-9.11,-1.16,0.886,1.281,2.1,3.064,14.85,5.375,39940.0,2.752,61.84,85.0,717.5,0.0,73.56,143.8,1488.0,0.0,39.7,35.16,165.8,31.0,0.26,0.3662,-0.287,3.627,5.137,5.63
s_3005,u_11,Upstairs,-0.2456,2.969,6.63,-9.58,0.04,-0.867,1.266,1.345,2.15,9.875,4.254,18.95,-2.49,10.97,-0.793,0.0537,2.21,3.373,-1.971,2.525,6.7,-10.42,-1.955,-0.1763,1.38,1.555,1.879,10.85,4.13,21570.0,2.639,32.12,19.67,80.5,26.0,53.22,125.2,1580.0,0.0,29.67,27.6,315.2,0.0,0.00672,-0.1158,-0.1207,4.277,3.871,11.54
s_3006,u_11,Jogging,2.436,6.16,17.88,-7.93,0.495,0.4138,-0.752,4.215,5.293,9.805,8.195,19.56,-8.66,11.66,-0.638,-0.615,6.2,6.887,0.08185,4.676,15.32,-8.85,-0.8,0.602,0.10815,2.88,3.734,14.04,5.64,36640.0,2.826,55.16,63.1,411.8,21.0,73.75,143.8,1569.0,0.0,44.38,39.12,241.9,21.0,0.2272,-0.512,0.02873,4.5,4.844,4.5
s_3007,u_11,Jogging,2.482,5.508,17.05,-12.6,2.3,0.1476,-0.004215,3.564,4.402,9.81,6.06,19.56,-6.43,9.945,-0.4507,-0.1781,4.137,4.86,-0.07306,4.44,14.21,-12.95,-0.705,0.579,1.467,2.125,3.309,12.69,5.305,30270.0,2.832,59.28,48.2,397.2,0.0,69.7,128.1,1570.0,0.0,47.75,29.56,159.1,20.0,0.02248,-0.2573,0.02405,4.574,5.03,5.43
s_3008,u_11,Walking,-0.133,6.383,14.25,-15.47,-0.06,-0.148,-0.2334,4.066,5.055,9.99,6.125,19.56,-5.9,10.95,-0.532,-0.2457,3.635,4.926,-0.797,4.36,11.22,-8.92,-1.76,0.967,0.6064,2.295,3.338,12.85,5.703,31650.0,2.883,52.0,61.75,325.2,17.0,59.72,135.8,1599.0,0.0,39.16,40.1,257.0,17.0,0.0414,0.4153,0.1969,4.637,3.926,5.32
s_3009,u_11,Walking,0.1214,6.242,14.25,-13.91,-0.265,-0.04086,-0.235,3.72,4.918,10.25,5.688,19.56,-3.17,10.67,-0.3896,-0.309,3.41,4.54,-0.7993,4.01,11.22,-8.81,-1.405,0.7974,0.6265,2.24,3.06,12.73,5.582,30900.0,2.887,54.75,56.9,304.8,17.0,59.97,135.6,1640.0,0.0,37.75,35.4,217.2,17.0,0.099,0.4136,0.11847,4.902,4.14,5.0
s_3010,u_11,Jogging,2.45,5.465,14.86,-10.08,0.845,0.1329,-0.628,3.56,4.66,10.01,8.24,19.56,-8.08,11.44,-0.7144,-0.557,6.125,6.855,0.1818,4.29,10.31,-8.58,-0.305,0.1895,-0.7344,3.035,3.629,13.94,5.3,35600.0,2.807,44.44,61.34,392.0,0.0,71.9,147.4,1602.0,0.0,35.88,40.78,260.0,21.0,0.1775,-0.5547,-0.07385,4.305,5.0,4.688
s_3011,u_11,Downstairs,-3.883,3.543,4.29,-15.21,-3.605,-0.3684,0.06903,2.105,2.768,8.914,3.625,18.34,-0.61,8.62,0.331,0.473,1.82,2.71,1.458,3.322,9.34,-8.2,1.46,0.004745,-0.1973,2.28,2.691,10.85,3.941,21330.0,2.7,41.25,52.16,621.0,0.0,47.47,112.06,1426.0,0.0,36.56,27.72,233.2,0.0,-0.3455,-0.2416,0.332,10.836,4.027,4.332
s_3012,u_11,Walking,-1.481,5.227,10.34,-12.83,-1.3,-0.1509,-0.581,3.506,4.254,9.58,6.086,19.53,-4.4,9.62,-0.3772,-0.731,5.016,5.07,-0.602,5.3,15.98,-9.72,-0.82,0.98,1.239,3.105,4.035,12.516,5.492,29890.0,2.691,53.12,43.6,237.1,0.0,62.84,129.1,1533.0,0.0,49.75,45.6,323.5,17.0,-0.2864,-0.3474,0.3774,4.43,3.975,4.574
s_3013,u_11,Upstairs,-0.398,2.912,6.44,-11.88,-0.23,-0.926,1.782,1.545,2.154,9.75,4.46,18.77,-1.23,10.69,-0.567,-0.2864,2.436,3.555,-2.29,2.596,4.67,-11.14,-2.07,-0.4722,0.7056,1.36,1.944,10.79,4.367,21680.0,2.762,32.16,18.66,110.94,28.0,56.06,123.5,1560.0,0.0,31.25,30.64,366.2,0.0,-0.0009336,0.02469,-0.1697,4.43,3.9,7.527
s_3014,u_11,Jogging,2.506,5.77,16.47,-8.62,0.995,0.3948,-0.528,3.945,4.824,10.12,8.195,19.56,-10.19,11.65,-0.695,-0.3892,6.63,6.883,0.1642,4.836,12.18,-10.61,-0.805,0.1276,-0.6025,3.215,4.07,14.07,5.87,37200.0,2.875,50.56,61.44,401.0,0.0,74.6,146.8,1619.0,0.0,44.44,42.12,268.5,21.0,0.194,-0.529,-0.01653,4.574,4.87,4.727
s_3015,u_11,Jogging,4.164,7.793,17.97,-9.15,6.375,-0.2065,-1.342,6.21,6.965,9.04,8.836,19.56,-9.47,10.38,-0.5376,-0.843,7.24,7.434,-0.508,4.465,14.44,-8.77,-1.11,0.7974,0.6763,2.275,3.373,15.08,5.543,41280.0,2.842,66.75,89.7,666.5,0.0,66.25,145.5,1446.0,0.0,42.6,37.66,197.0,21.0,0.2417,0.3574,-0.2598,3.412,5.1,4.812
s_3016,u_11,Sitting,-3.342,0.0562,-3.21,-3.53,-3.34,-0.2742,0.9673,0.02,0.03958,-0.8325,0.05377,-0.65,-0.95,-0.84,0.4329,0.5522,0.04,0.0415,8.37,0.0516,8.5,8.16,8.39,-0.4338,1.319,0.04,0.04053,9.05,0.04727,13100.0,2.232,3.934,42.1,534.5,0.0,1.424,10.46,133.2,0.0,8.9,105.5,1339.0,0.0,0.1959,0.2942,-0.1034,0.0,0.0,4.215
s_3017,u_11,Jogging,2.37,5.863,16.73,-10.11,0.94,0.299,-0.4897,3.81,4.867,10.02,8.11,19.56,-8.05,11.65,-0.608,-0.6333,6.684,6.832,0.2837,4.367,10.38,-9.49,-0.455,0.0363,-0.615,2.885,3.623,13.88,5.71,36060.0,2.842,50.47,62.06,425.2,21.0,72.75,145.9,1604.0,0.0,36.62,41.53,296.5,21.0,0.1829,-0.5957,0.001534,4.78,4.844,5.066
s_3018,u_11,Walking,0.8516,5.97,15.51,-11.11,0.38,0.2583,-0.4358,4.176,4.87,9.97,5.61,19.56,-3.68,10.16,-0.183,-0.455,3.605,4.48,-0.6274,4.375,13.44,-10.38,-1.405,0.7915,0.5303,2.535,3.41,12.52,5.47,29890.0,2.842,55.7,52.1,277.2,33.0,60.47,131.5,1596.0,0.0,42.22,36.62,191.5,41.0,0.1409,0.4116,0.169,5.03,3.635,4.727
s_3019,u_11,Jogging,4.18,7.586,17.23,-8.35,6.51,-0.1693,-1.342,6.3,6.79,9.15,8.81,19.56,-10.76,10.914,-0.52,-0.866,7.285,7.4,-0.2986,4.74,16.28,-11.56,-1.015,1.137,1.994,2.07,3.398,14.99,5.84,41440.0,2.803,65.0,88.2,668.5,0.0,69.6,144.8,1464.0,0.0,44.9,39.84,190.2,21.0,0.1749,0.3079,-0.247,3.523,5.066,4.812
s_3020,u_11,Downstairs,0.8154,3.068,10.08,-5.48,0.59,0.543,0.1965,1.86,2.37,9.71,4.164,19.27,-1.18,9.72,-0.0529,-0.1398,2.625,3.26,-2.053,3.047,6.55,-8.81,-1.82,-0.0626,-0.6333,2.375,2.555,10.89,4.07,21630.0,2.8,32.4,23.75,130.5,0.0,52.7,122.8,1554.0,0.0,32.66,33.1,328.5,0.0,0.2974,-0.333,-0.2607,4.027,3.65,8.81
s_3021,u_11,Walking,0.826,6.598,17.2,-13.29,0.765,0.2223,-0.1492,3.904,5.207,10.14,6.01,19.56,-2.98,10.44,-0.2502,-0.641,4.08,4.84,-0.69,4.02,9.89,-7.97,-1.55,0.8667,0.04214,2.53,3.191,12.79,6.02,31970.0,2.836,63.4,55.25,323.8,17.0,66.44,133.5,1622.0,0.0,36.4,36.53,237.8,17.0,0.1675,0.4546,0.292,4.902,4.668,5.066
s_3022,u_11,Walking,0.03394,6.285,12.3,-13.1,-0.075,-0.1648,-0.6147,4.406,5.14,10.125,5.977,19.56,-4.33,11.125,-0.512,-0.3643,3.605,4.84,-0.736,4.453,11.5,-9.81,-1.16,0.681,0.3086,2.82,3.383,12.95,5.504,31680.0,2.871,53.75,58.56,271.5,26.0,61.12,135.5,1620.0,0.0,41.72,38.97,238.5,17.0,0.07806,0.451,0.1504,4.727,4.137,5.066
s_3023,u_11,Walking,1.269,6.008,16.73,-11.54,1.11,0.2206,-0.2817,4.13,4.945,10.164,5.223,19.56,-2.03,10.766,-0.1804,-0.4714,3.41,4.22,-0.7056,4.06,11.56,-10.38,-1.78,0.736,0.3765,2.164,3.246,12.555,5.26,29650.0,2.824,54.75,55.12,230.6,16.0,57.1,132.9,1627.0,0.0,40.2,33.12,189.1,16.0,0.1514,0.419,0.248,4.906,3.926,4.727
s_3024,u_11,Jogging,4.36,7.562,17.69,-8.66,6.035,-0.2742,-1.2295,5.75,6.625,9.14,9.01,19.56,-9.66,10.65,-0.533,-0.9756,7.395,7.793,-0.5435,4.785,15.36,-10.46,-1.29,0.9785,1.513,2.45,3.57,15.22,5.7,42240.0,2.684,59.5,93.0,697.0,0.0,63.94,149.1,1463.0,0.0,44.8,41.28,198.6,20.0,0.2493,0.269,-0.2974,3.523,5.277,4.71
s_3025,u_11,Walking,1.005,6.02,15.51,-11.11,0.625,0.2788,-0.4224,4.04,4.9,10.29,5.465,19.56,-3.68,10.73,-0.329,-0.2421,3.32,4.277,-0.622,4.16,10.95,-10.23,-1.48,0.5024,0.3484,2.28,3.264,12.734,5.336,30510.0,2.83,52.9,56.25,296.8,33.0,56.88,136.0,1646.0,0.0,39.53,35.62,210.8,42.0,0.1825,0.5063,0.0914,4.812,3.715,4.637
s_3026,u_11,Walking,-1.86,5.156,10.42,-15.36,-1.86,-0.0622,-0.527,3.775,4.195,9.77,5.39,19.53,-1.5,9.71,-0.3298,-0.5664,3.795,4.387,-0.453,5.082,16.25,-9.7,-0.95,0.961,1.336,2.92,3.9,12.375,5.246,28900.0,2.693,53.28,44.38,297.5,0.0,57.2,129.0,1563.0,0.0,44.53,46.72,282.2,17.0,-0.3013,-0.4229,0.3003,4.375,3.8,4.277
s_3027,u_11,Standing,3.48,0.1273,3.99,3.15,3.49,0.374,1.724,0.08,0.0969,9.375,0.0621,9.53,9.19,9.38,-0.04245,0.1569,0.04,0.04724,-1.911,0.1158,-1.65,-2.41,-1.92,-0.6597,1.69,0.07,0.08563,10.18,0.05728,16590.0,2.61,4.812,43.78,557.0,0.0,10.04,118.2,1500.0,0.0,2.994,24.03,305.8,0.0,-0.3403,0.0302,0.2407,4.844,4.637,0.0
s_3028,u_12,Downstairs,1.2705,2.184,7.55,-3.41,1.15,0.4941,0.3132,1.13,1.652,8.5,4.215,18.44,0.0,7.746,0.523,-0.4207,2.785,3.46,2.477,2.25,10.42,-3.26,2.22,0.813,1.244,1.33,1.673,9.46,4.242,17200.0,2.795,24.19,20.88,203.4,0.0,48.5,109.75,1359.0,0.0,23.84,34.97,396.2,0.0,0.0412,-0.1322,0.3354,4.05,4.383,5.52
s_3029,u_12,Jogging,1.466,3.676,10.0,-8.73,2.105,-0.5684,-0.0671,2.395,2.963,7.62,8.66,20.05,-9.96,8.94,-0.2408,-1.175,7.734,7.56,1.741,4.074,11.37,-8.62,1.1,0.2896,-0.4983,2.76,3.334,11.5,6.0,26930.0,2.896,36.9,33.8,234.6,0.0,71.56,127.1,1219.0,0.0,40.62,38.56,278.5,0.0,0.4033,0.3625,0.698,3.691,4.605,4.137
s_3030,u_12,Standing,-1.154,0.12445,-0.76,-1.65,-1.14,-1.003,4.305,0.04,0.0768,9.34,0.04782,9.53,9.11,9.34,-0.3215,3.68,0.04,0.03308,1.105,0.12384,1.33,0.57,1.12,-1.46,3.502,0.04,0.0831,9.48,0.05014,14370.0,2.104,2.361,14.49,184.6,0.0,9.88,117.75,1494.0,0.0,2.266,13.88,176.9,0.0,-0.3552,0.614,-0.328,0.0,3.83,5.594
s_3031,u_12,Upstairs,0.5596,2.066,6.93,-4.63,0.475,0.4226,0.6445,1.175,1.561,8.695,3.346,17.08,1.99,8.43,0.3887,-0.506,2.45,2.68,2.791,2.875,11.3,-2.37,1.9,1.053,0.441,1.29,2.244,9.83,3.285,17180.0,2.635,21.83,16.03,98.56,7.0,41.72,110.2,1391.0,0.0,27.56,42.53,446.8,0.0,0.08325,-0.1642,-0.1545,5.96,4.93,7.55
s_3032,u_12,Walking,0.8926,2.402,6.78,-4.1,1.08,0.1709,-0.433,1.67,1.942,9.19,3.967,18.28,1.65,8.69,0.1888,-0.748,2.885,3.287,2.18,2.895,11.65,-3.26,1.78,1.129,1.744,1.11,2.016,10.14,4.125,19170.0,2.906,25.06,20.55,142.8,0.0,43.16,118.94,1469.0,0.0,26.11,37.66,348.5,0.0,0.0797,-0.01993,0.1321,4.457,4.695,4.84
s_3033,u_12,Standing,-1.224,0.0412,-1.14,-1.31,-1.23,0.03992,-0.6035,0.04,0.03293,9.33,0.02724,9.47,9.28,9.34,0.9785,3.78,0.0,0.02043,1.255,0.04895,1.42,1.14,1.27,0.04742,0.3271,0.04,0.03934,9.49,0.02914,14424.0,2.082,1.666,15.4,195.8,0.0,9.63,117.6,1493.0,0.0,1.738,15.79,200.8,0.0,-0.10254,0.1098,0.11835,0.0,4.5,5.52
s_3034,u_12,Standing,-1.165,0.1083,-0.8,-1.46,-1.14,-0.03394,0.8325,0.06,0.08105,9.32,0.05667,9.62,8.96,9.3,-0.747,13.17,0.04,0.03925,1.241,0.1257,1.57,0.91,1.23,0.3906,-0.128,0.09,0.1037,9.48,0.05942,14370.0,1.675,2.197,14.63,186.4,0.0,9.95,117.44,1491.0,0.0,2.312,15.61,198.6,0.0,-0.0829,0.33,0.00188,0.0,3.37,6.42
s_3035,u_12,Upstairs,1.6455,1.942,6.63,-4.33,1.55,-0.1053,0.1099,1.28,1.525,8.6,2.85,16.55,2.18,8.484,0.4673,0.1389,1.785,2.188,2.643,2.389,10.0,-2.72,2.09,0.7783,0.3264,1.25,1.863,9.75,2.477,16190.0,2.434,21.69,23.8,263.2,0.0,38.6,107.9,1376.0,0.0,25.44,37.2,422.8,0.0,0.139,-0.1704,-0.41,4.23,5.066,6.777
s_3036,u_12,Upstairs,0.401,1.627,5.52,-4.21,0.34,0.3896,0.305,1.1,1.2705,8.77,2.92,17.88,1.69,8.64,0.3518,0.2583,1.72,2.229,2.674,2.783,10.27,-2.18,1.86,0.9116,0.2527,1.3,2.168,9.78,2.758,16510.0,2.441,17.75,11.59,64.2,0.0,39.88,110.0,1404.0,0.0,27.3,40.47,428.0,0.0,0.2001,-0.2482,-0.2583,5.25,4.934,8.61
s_3037,u_12,Jogging,1.434,3.537,9.7,-7.16,1.86,-0.292,-0.4905,2.47,2.912,7.156,8.92,20.05,-9.38,6.246,-0.11957,-1.266,8.12,7.836,1.781,3.588,11.45,-8.62,1.1,0.4487,0.001146,1.86,2.836,11.086,6.2,25820.0,2.855,36.78,31.23,229.4,0.0,83.56,118.06,1145.0,0.0,38.12,33.38,285.0,0.0,0.439,0.3103,0.673,3.781,4.688,4.195
s_3038,u_12,Upstairs,0.5312,2.34,7.04,-10.73,0.46,-0.6426,3.545,1.345,1.704,8.58,6.902,19.89,-8.24,9.19,-0.3792,-0.607,5.38,5.656,2.742,3.297,13.21,-3.64,1.95,1.131,1.342,1.82,2.508,10.58,5.797,23260.0,2.89,25.19,16.9,98.7,38.0,68.7,121.2,1373.0,0.0,33.94,42.34,439.0,0.0,0.1874,0.37,0.5176,4.305,4.41,5.344
s_3039,u_12,Upstairs,0.712,1.953,7.27,-3.99,0.65,0.62,0.7393,1.23,1.506,8.94,6.52,19.77,-7.65,9.28,-0.595,-0.0401,3.875,5.066,2.885,3.498,13.87,-3.6,2.05,1.048,0.7993,1.63,2.688,10.82,5.492,23570.0,2.887,22.02,14.37,113.94,0.0,66.25,123.25,1430.0,0.0,36.16,44.5,461.5,0.0,0.3955,0.2094,0.567,4.223,4.812,7.383
s_3040,u_12,Upstairs,0.399,1.825,7.04,-4.1,0.15,0.5386,1.472,0.99,1.362,8.73,5.703,19.7,-7.63,9.23,-0.613,0.4985,3.18,4.25,2.422,3.168,12.83,-3.79,1.67,1.338,1.951,1.53,2.33,10.2,4.883,20480.0,2.814,20.22,12.22,63.84,0.0,64.75,114.8,1396.0,0.0,33.44,37.78,387.8,0.0,0.326,0.3115,0.5435,4.547,4.312,6.293
s_3041,u_12,Downstairs,0.8716,3.305,11.37,-6.85,0.65,0.4988,0.18,2.12,2.62,7.867,5.22,18.23,-5.86,8.14,-0.4744,0.2029,2.91,3.959,3.35,2.74,9.66,-3.91,3.66,-0.3398,-0.2146,1.775,2.191,10.125,4.133,19120.0,2.725,38.12,20.34,139.5,0.0,62.5,101.75,1259.0,0.0,33.12,43.56,536.0,0.0,-0.10004,0.10406,0.3948,4.137,3.738,4.668
s_3042,u_12,Walking,0.9453,2.676,7.16,-6.78,0.995,-0.2045,-0.272,1.835,2.16,9.13,3.91,18.05,1.5,8.41,0.1704,-0.764,3.14,3.248,1.878,2.922,11.92,-3.79,1.73,1.052,1.745,1.16,2.014,10.1,4.09,19000.0,2.846,28.7,21.58,151.2,0.0,43.88,117.75,1462.0,0.0,28.67,33.28,300.5,0.0,0.001905,0.02007,0.0831,3.775,5.137,4.426
s_3043,u_12,Walking,0.988,2.521,6.82,-5.28,1.08,0.04355,0.05527,1.71,1.959,9.18,3.611,16.36,2.3,8.83,0.06015,-0.911,2.79,3.05,2.268,2.678,10.84,-2.96,1.745,1.273,1.646,0.845,1.822,10.1,3.865,18720.0,2.908,26.28,21.98,158.1,0.0,39.56,118.4,1469.0,0.0,25.19,36.53,363.0,0.0,0.262,-0.0344,0.166,3.775,4.72,5.848
s_3044,u_12,Downstairs,1.407,2.787,10.23,-5.48,1.48,0.007507,0.1495,1.87,2.219,7.75,5.11,19.19,-8.05,8.3,-0.656,0.709,2.564,3.719,3.385,3.178,11.65,-2.91,2.87,0.546,-0.3267,2.105,2.611,10.06,4.023,18800.0,2.697,32.3,22.7,225.2,0.0,62.84,99.2,1240.0,0.0,33.97,47.9,541.5,0.0,0.2146,0.05505,0.3718,3.875,4.305,6.816
s_3045,u_12,Sitting,2.523,0.4282,3.36,1.88,2.75,-0.2617,-1.6045,0.23,0.404,2.363,0.1759,2.64,1.95,2.3,0.3071,-1.391,0.12,0.1615,8.875,0.08514,9.04,8.62,8.87,-0.1635,-0.347,0.055,0.0719,9.54,0.04532,14560.0,2.127,4.414,32.06,403.8,0.0,3.38,29.78,378.0,0.0,9.56,111.9,1421.0,0.0,-0.9287,-0.8237,0.7305,4.473,3.334,5.73
s_3046,u_12,Downstairs,1.271,3.322,11.37,-7.63,0.865,0.639,0.9194,2.006,2.527,7.914,5.016,18.2,-6.66,8.51,-0.618,0.33,2.904,3.912,3.17,2.717,10.84,-3.57,3.45,-0.1069,0.03546,1.755,2.162,10.055,4.094,18860.0,2.816,38.16,23.86,203.4,0.0,62.78,100.5,1266.0,0.0,30.8,42.9,507.0,0.0,-0.07446,0.05392,0.356,4.027,3.922,5.0
s_3047,u_12,Walking,1.063,2.363,6.59,-4.02,1.16,0.184,-0.2439,1.5,1.834,9.18,3.527,16.2,1.8,8.64,-0.01727,-0.869,2.51,2.94,2.176,3.08,11.92,-2.72,1.65,1.186,1.223,1.16,2.19,10.15,3.828,18820.0,2.84,22.8,23.55,170.2,0.0,40.34,117.6,1468.0,0.0,26.62,39.6,348.0,0.0,0.2207,0.005013,0.1388,4.305,4.457,5.668
s_3048,u_12,Jogging,1.417,3.57,10.53,-7.93,1.535,-0.206,-0.2266,2.24,2.844,7.383,9.11,20.05,-11.14,8.16,-0.1962,-1.2,8.125,7.875,1.641,3.875,11.5,-6.85,1.27,0.4697,-0.3145,2.865,3.121,11.49,6.16,27200.0,2.865,35.0,33.7,226.8,0.0,68.5,131.6,1181.0,0.0,37.88,37.4,262.5,0.0,0.4087,0.2135,0.56,3.299,4.637,4.08
s_3049,u_12,Jogging,1.436,3.62,8.73,-6.7,1.28,-0.2018,-0.6265,2.9,2.98,7.234,9.09,20.05,-10.84,8.58,-0.2123,-1.255,7.78,8.055,1.559,3.545,10.99,-4.6,0.82,0.7056,-0.1744,2.145,2.863,11.19,6.324,26430.0,2.926,37.44,32.0,229.6,0.0,72.1,128.0,1157.0,0.0,36.06,33.16,249.4,0.0,0.3286,0.4456,0.528,3.545,4.934,4.027
s_3050,u_12,Upstairs,0.4597,2.533,8.16,-6.32,0.285,0.2869,0.4297,1.435,1.939,8.29,6.203,19.98,-9.47,9.08,-0.605,0.264,4.297,4.824,2.973,3.781,13.72,-5.22,2.49,1.073,1.06,1.99,2.807,10.5,5.17,21920.0,2.826,28.48,15.766,77.2,20.0,67.0,112.56,1327.0,0.0,38.03,47.47,475.8,0.0,0.3293,0.2935,0.5205,4.84,4.344,6.043
s_3051,u_12,Walking,0.726,2.715,9.19,-5.37,0.725,0.2756,0.0667,1.57,2.11,9.25,4.14,18.55,1.92,8.56,0.184,-0.8237,3.385,3.469,2.064,3.252,12.11,-3.79,1.59,1.139,1.561,1.285,2.262,10.3,4.41,20060.0,2.822,28.03,21.88,116.2,0.0,47.56,119.06,1480.0,0.0,29.44,38.8,330.2,0.0,-0.00556,0.0836,0.0641,4.44,4.742,6.16
s_3052,u_12,Jogging,1.549,3.61,8.66,-8.77,1.555,-0.3003,-0.166,2.605,2.94,6.938,9.164,20.05,-11.07,5.977,-0.05472,-1.341,8.78,8.125,1.606,3.5,10.57,-5.43,1.29,0.4731,-0.253,2.36,2.848,10.94,6.535,25970.0,2.877,40.78,28.36,247.9,0.0,90.06,114.1,1110.0,0.0,37.22,31.4,257.0,0.0,0.3655,0.438,0.493,3.684,4.426,4.36
s_3053,u_12,Standing,-1.128,0.1296,-0.8,-1.88,-1.12,-1.76,8.73,0.06,0.0847,9.33,0.06476,9.58,9.08,9.34,0.3586,2.148,0.04,0.04813,1.25,0.1318,1.53,0.84,1.23,0.1807,-0.1641,0.09,0.1098,9.484,0.06805,14390.0,2.18,2.436,14.15,180.4,0.0,10.04,117.6,1493.0,0.0,2.39,15.72,200.0,0.0,-0.189,0.1503,-0.1526,0.0,3.9,6.2
s_3054,u_12,Jogging,1.501,3.87,10.19,-9.08,1.59,-0.4626,-0.1564,2.54,3.111,7.504,8.84,20.05,-11.37,7.184,-0.2178,-1.196,7.87,7.734,1.982,4.043,13.21,-5.43,1.27,0.525,-0.4993,2.82,3.326,11.555,6.203,27520.0,2.922,41.8,31.75,240.1,0.0,77.25,124.75,1201.0,0.0,39.1,41.44,317.2,0.0,0.3618,0.259,0.645,3.535,5.03,4.195
s_3055,u_12,Upstairs,0.3857,1.614,4.9,-3.83,0.3,0.142,-0.0549,1.15,1.285,8.55,2.93,17.88,-0.15,8.41,0.4429,0.2798,1.82,2.242,2.771,2.566,10.27,-1.69,1.915,1.078,0.4473,1.175,2.023,9.54,2.756,15784.0,2.412,17.42,11.7,70.44,7.0,37.38,108.0,1368.0,0.0,23.17,41.78,443.2,0.0,0.1998,-0.2507,-0.2668,4.773,4.934,8.055
s_3056,u_12,Walking,0.8345,2.514,7.46,-4.37,0.865,0.101,-0.326,1.715,1.993,9.055,3.895,18.16,1.69,8.62,0.1978,-0.7515,2.93,3.252,2.043,2.693,11.6,-3.21,1.63,1.242,2.072,1.035,1.85,9.98,4.01,18500.0,2.896,23.69,23.69,133.5,0.0,43.5,116.9,1449.0,0.0,26.8,33.3,326.8,0.0,0.1581,0.0203,0.0617,4.027,4.695,4.574
s_3057,u_12,Upstairs,0.55,2.03,6.93,-5.05,0.475,0.273,0.7095,1.09,1.534,8.56,3.695,17.5,1.42,8.24,0.3486,-0.5674,2.41,2.922,2.541,2.75,11.3,-2.37,1.65,0.972,0.487,1.41,2.176,9.65,3.512,16860.0,2.65,21.86,15.15,88.0,0.0,45.7,108.75,1370.0,0.0,26.34,39.38,406.5,0.0,0.1432,-0.2834,-0.179,5.1,6.0,7.53
s_3058,u_12,Walking,0.892,2.6,7.16,-5.28,1.06,-0.09753,-0.533,1.71,2.133,9.086,3.76,17.58,2.11,9.02,0.1071,-0.7935,2.914,3.092,2.03,2.943,10.42,-4.02,1.78,0.873,1.118,1.09,2.035,10.08,3.93,18720.0,2.906,28.75,19.56,142.8,0.0,43.0,116.75,1454.0,0.0,28.17,35.38,324.8,0.0,0.2086,0.05942,-0.00045,4.25,4.168,5.92
s_3059,u_12,Walking,1.078,2.568,8.2,-6.82,1.245,0.10767,0.3635,1.375,1.96,9.02,3.26,17.39,2.96,8.62,0.143,-0.717,2.3,2.7,2.068,2.662,10.65,-3.34,1.8,0.977,1.226,0.915,1.827,9.97,3.432,17800.0,2.857,27.42,22.14,172.4,0.0,36.47,115.75,1444.0,0.0,25.14,34.44,331.0,0.0,0.3208,-0.0381,-0.02864,4.137,4.87,4.78
s_3060,u_12,Jogging,1.331,3.887,10.23,-7.25,1.4,-0.0349,-0.5166,2.7,3.133,7.71,8.484,20.05,-9.04,9.0,-0.2069,-1.162,7.316,7.348,1.624,3.754,11.37,-4.14,1.175,0.6797,-0.1323,2.705,2.996,11.266,6.168,26400.0,2.889,42.12,30.42,213.0,0.0,75.5,123.8,1234.0,0.0,38.44,34.62,259.8,0.0,0.415,0.4492,0.6807,3.691,4.285,3.582
s_3061,u_12,Jogging,1.617,4.05,11.99,-9.72,1.27,-0.2141,-0.12164,2.635,3.197,7.96,8.375,20.05,-9.89,8.77,-0.3025,-0.9585,6.47,7.1,1.582,3.658,10.72,-6.97,1.16,0.529,-0.1503,2.164,2.943,11.52,5.97,26960.0,2.826,43.28,34.22,258.8,0.0,74.4,125.8,1274.0,0.0,37.28,33.94,253.1,0.0,0.383,0.4639,0.697,3.795,4.484,4.0
s_3062,u_12,Standing,-1.19,0.04105,-1.12,-1.31,-1.18,-0.6235,-0.08936,0.04,0.0325,9.33,0.0349,9.47,9.19,9.34,0.4312,3.672,0.04,0.02756,1.338,0.0678,1.5,1.18,1.33,0.00768,0.08185,0.05,0.05194,9.49,0.03708,14424.0,2.084,1.637,14.97,190.4,0.0,9.71,117.56,1492.0,0.0,1.939,16.83,214.1,0.0,-0.2834,0.1394,-0.0096,0.0,4.082,5.684
s_3063,u_12,Downstairs,0.8013,2.578,8.54,-5.6,0.74,0.3062,0.4937,1.59,1.979,8.68,4.19,18.16,-0.38,8.35,0.0781,-0.3875,2.83,3.385,2.527,2.135,9.43,-2.22,2.545,0.4224,0.565,1.13,1.615,9.74,4.03,17800.0,2.844,27.14,20.72,128.1,0.0,47.03,112.5,1389.0,0.0,23.7,34.47,404.2,0.0,0.047,0.03348,0.1863,4.43,4.934,4.9
